KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000000501,Edit Schedule,Edit Schedule,Einsatzplan bearbeiten,Editar horario,Editar programa,Modifier l’horaire,Modifier un planning,Redaguoti tvarkaraštį,Planning bewerken,Edytuj grafik,Editar programação
1000000000502,Generate Open Schedule,Generate Open Schedule,Offenen Einsatzplan generieren,Generar horario abierto,Generar programa disponible,Générer un horaire ouvert,Générer le planning ouvert,Generuoti atvirą tvarkaraštį,Open planning genereren,Generuj otwarty grafik,Gerar Programação aberta
1000000000503,Accept Schedule,Accept Schedule,Einsatzplan akzeptieren,Aceptar horario,Aceptar programación,Accepter l’horaire,Accepter le planning,Priimti tvarkaraštį,Planning accepteren,Akceptuj grafik,Aceitar Programação
1000000000504,Source,Source,Quelle,Fuente,Fuente,Source,Source,Šaltinis,Bron,Źródło,Origem
1000000000505,Demand,Demand,Bedarf,Demanda,Demanda,Demande,Demande,Paklausa,Vraag,Zapotrzebowanie,Demanda
1000000000506,time,time,Zeit,hora,tiempo,heure,heure,laikas,tijd,czas,hora
1000000000507,Hour,Hour,Stunde,Hora,Hora,Heure,Heure,Valanda,Uur,Godz.,Hora
1000000000508,Minute,Minute,Minute,Minuto,Minuto,Minute,Minute,Minutė,Minuut,Minuta,Minuto
1000000000509,am,am,AM,mañana,a. m.,matin,matin,priešpiet,AM,am,am
1000000000510,pm,pm,PM,tarde,p. m.,après-midi,après-midi,popiet,PM,pm,pm
1000000000511,Check Rule,Check Rule,Prüfregel,Regla de comprobación,Regla de verificación,Vérifier la règle,Vérifier la règle,Tikrinimo taisyklė,Controleer regel,Sprawdź regułę,Verificar regra
1000000000512,Check Severity,Check Severity,Schwere überprüfen,Comprobar gravedad,Comprobar la gravedad,Vérifier la gravité,Gravité de la vérification,Pažymėkite rimtumą,Ernst controleren,Sprawdź ważność,Verificar gravidade
1000000000513,Hard,Hard,Hart,Grave,Difícil,Ferme,Grave,Griežtas,Hard,Twarde,Rígido
1000000000514,Soft,Soft,Sanft,Leve,Simple,Préalable,Mineur,Silpnas,Zacht,Miękkie,Suave
1000000000515,Weekly Notes,Weekly Notes,Wöchentliche Anmerkungen,Notas semanales,Notas semanales,Remarques hebdomadaires,Notes hebdomadaires,Savaitės pastabos,Wekelijkse opmerkingen,Uwagi cotygodniowe,Observações semanais
1000000000516,A,A,A,A,A,A,A,A,A,A,A
1000000000517,Weekly Total,Weekly Total,Wöchentliche Summe,Total semanal,Total semanal,Total hebdomadaire,Total hebdomadaire,Iš viso per savaitę,Wekelijks totaal,Suma tygodniowa,Total semanal
1000000000518,Performance Rating,Performance Rating,Leistungsbewertung,Calificación de rendimiento,Calificación de desempeño,Cote de rendement,Évaluation de performance,Veiklos rezultatų įvertinimas,Prestatiebeoordeling,Ocena wydajności,Classificação de desempenho
1000000000519,Severe alerts are not present.,Severe alerts are not present.,Schwerwiegende Hinweise sind nicht vorhanden.,No hay alertas graves,No hay alertas graves.,Aucune alerte grave n’est présente.,Aucune alerte grave.,Rimtų įspėjimų nėra.,Ernstige meldingen zijn niet aanwezig.,Brak poważnych alertów.,Alertas graves não estão presentes.
1000000000520,On Second Page,On Second Page,Auf der zweiten Seite,En segunda página,En la segunda página,Sur la deuxième page,Sur la deuxième page,Antrame puslapyje,Op tweede pagina,Na drugiej stronie,Na segunda página
1000000000521,Yes,Yes,Ja,Sí,Sí,Oui,Oui,Taip,Ja,Tak,Sim
1000000000522,This request will be deleted,This request will be deleted,Diese Anfrage wird gelöscht.,¿Confirma que desea eliminar esta solicitud?,Esta solicitud se eliminará,Cette demande sera supprimée,Cette demande sera supprimée,Šis prašymas bus ištrintas,Deze aanvraag wordt verwijderd,Ten wniosek zostanie usunięty,Esta solicitação será excluída
1000000000523,Daily Note,Daily Note,Tägliche Anmerkung,Nota diaria,Nota diaria,Remarque quotidienne,Note quotidienne,Dienos pastaba,Dagelijkse opmerking,Uwaga codzienna,Observação diária
1000000000524,Weekly Note,Weekly Note,Wöchentliche Anmerkung,Nota semanal,Nota semanal,Remarque hebdomadaire,Note hebdomadaire,Savaitės pastaba,Wekelijkse opmerking,Uwaga cotygodniowa,Nota semanal
1000000000525,Group by,Group by,Gruppieren nach,Agrupar por,Agrupar por,Grouper par,Regrouper par,Grupuoti pagal,Groepeer op,Grupuj wg,Agrupar por
1000000000526,There cannot be time gap between two consecutive segments.,There cannot be time gap between two consecutive segments.,Es kann keine zeitliche Lücke zwischen zwei aufeinanderfolgenden Segmenten existieren.,No puede haber un intervalo de tiempo entre dos segmentos consecutivos.,No puede haber un intervalo de tiempo entre dos segmentos consecutivos.,Il ne peut y avoir d’écart de temps entre deux segments consécutifs.,Il ne peut pas exister d'écart de temps entre deux segments consécutifs.,Tarp dviejų iš eilės einančių segmentų negali būti laiko tarpo.,Er mag geen tijdsverschil zijn tussen twee opeenvolgende segmenten.,Pomiędzy dwoma kolejnymi segmentami nie może być przerwy czasowej.,Não pode haver intervalo de tempo entre dois segmentos consecutivos.
1000000000527,OK,OK,OK,Aceptar,Aceptar,OK,OK,Gerai,OK,OK,OK
1000000000528,Press again to exit,Press again to exit,Zum Beenden erneut drücken,Pulse de nuevo para salir,Vuelva a presionar para salir,Appuyer de nouveau pour quitter,Appuyez de nouveau pour quitter,"Paspauskite dar kartą, kad išeitumėte",Druk opnieuw om af te sluiten,"Naciśnij ponownie, aby wyjść",Pressione novamente para sair
1000000000529,Shift Ends,Shift Ends,Schicht endet,El turno termina,El turno termina,Fin du quart de travail,Fin du roulement,Pamainos pabaiga,Dienst eindigt,Czas zakończenia zmiany,Final do turno
1000000000530,Shift End,Shift End,Schichtende,Finalización de turno,Fin del turno,Fin du quart de travail,Fin du roulement,Pamainos pabaiga,Einde dienst,Zakończenie zmiany,Final do turno
1000000000531,Schedule cannot be published. Severe alerts exist in schedule.,Schedule cannot be published. Severe alerts exist in schedule.,Einsatzplan kann nicht veröffentlicht werden. Es liegen schwerwiegende Warnmeldungen im Einsatzplan vor.,El horario no se puede publicar. Existen alertas graves en el horario.,No se puede publicar el programa. Existen alertas graves en el programa.,Impossible de publier l’horaire. Des alertes graves sont présentes.,Impossible de publier le planning. Des alertes graves existent dans celui-ci.,Tvarkaraštis negali būti skelbiamas. Tvarkaraštyje yra rimtų įspėjimų.,Planning kan niet worden gepubliceerd. Er zijn ernstige meldingen in de planning.,Grafik nie może być opublikowany. W grafiku występują poważne alerty.,A programação não pode ser publicada. Existem alertas graves na programação.
1000000000532,No Pay Alerts to display,No Pay Alerts to display,"Keine Zahlungshinweise, die angezeigt werden könnten",No hay alertas de pago para mostrar,No se mostrarán alertas de pago,Aucune alerte de paie à afficher,Aucune alerte de rémunération à afficher,Nėra rodytinų mokėjimo perspėjimų,Geen loonmeldingen om weer te geven,Brak alertów o wynagrodzeniach do wyświetlenia,Nenhum alerta de pagamento a ser exibido
1000000000533,Split Shift,Split Shift,Schicht aufteilen,Partir turno,Turno dividido,Quart de travail divisé,Fractionner le roulement,Padalyti pamainą,Splits dienst,Podziel zmianę,Dividir turno
1000000000534,Select criteria for left side,Select criteria for left side,Kriterien für die linke Seite auswählen,Seleccione criterios para el lado izquierdo,Seleccionar los criterios para el lado izquierdo,Sélectionner les critères pour le côté gauche,Sélectionner les critères pour la partie gauche,Pasirinkite kairės pusės kriterijus,Selecteer criteria voor linkerzijde,Wybierz kryteria dla lewej strony,Selecione os critérios para o lado esquerdo
1000000000535,Print Schedule,Print Schedule,Einsatzplan drucken,Imprimir el horario,Imprimir programa,Imprimer l’horaire,Planning d'impression,Spausdinti tvarkaraštį,Planning afdrukken,Grafik druku,Imprimir programação
1000000000536,Select criteria for right side,Select criteria for right side,Kriterien für die rechte Seite auswählen,Seleccione criterios para el lado derecho,Seleccionar los criterios para el lado derecho,Sélectionner les critères pour le côté droit,Sélectionner les critères pour la partie droite,Pasirinkite dešinės pusės kriterijus,Selecteer criteria voor rechterzijde,Wybierz kryteria dla prawej strony,Selecione os critérios para o lado direito
1000000000537,Session Terminated,Session Terminated,Sitzung beendet,Sesión finalizada,La sesión terminó,Session terminée,Session interrompue,Seansas nutrauktas,Sessie beëindigd,Sesja zakończona,Sessão encerrada
1000000000538,Session expired due to inactivity. Login again.,Session expired due to inactivity. Login again.,Sitzung wegen Inaktivität abgelaufen. Erneut anmelden.,La sesión ha caducado por inactividad. Vuelva a iniciar sesión.,La sesión expiró debido a inactividad. Vuelva a iniciar sesión.,Session expirée en raison d’inactivité. Ouvrir de nouveau une session.,La session a expiré en raison d'une inactivité. Connectez-vous à nouveau.,"Seansas baigėsi, nes neatlikote jokių veiksmų. Prisijunkite dar kartą.",Sessie is verlopen vanwege inactiviteit. Meld u opnieuw aan.,Sesja wygasła z powodu braku aktywności. Zaloguj się ponownie.,A sessão expirou devido à inatividade. Faça login novamente.
1000000000539,Search by associate,Search by associate,Suche nach Angestelltem,Busque por asociado,Buscar por asociado,Rechercher par employé,Rechercher par collaborateur,Ieškoti pagal bendradarbį,Zoek op medewerker,Wyszukaj wg pracownika,Pesquisar por associado
1000000000540,Select a valid date,Select a valid date,Ein gültiges Datum auswählen,Seleccione una fecha válida,Seleccionar una fecha válida,Sélectionner une date valide,Sélectionner une date valide,Pasirinkite galiojančią datą,Selecteer een geldige datum,Wybierz prawidłową datę,Selecione uma data válida
1000000000541,Select a valid start time,Select a valid start time,Eine gültige Startzeit auswählen,Seleccione una hora de inicio válida,Seleccione una hora de inicio válida,Sélectionner une heure de début valide,Sélectionner une heure de début valide,Pasirinkite galiojantį pradžios laiką,Selecteer een geldige begintijd,Wybierz prawidłowy czas rozpoczęcia,Selecione uma hora de início válida
1000000000542,Select a valid end time,Select a valid end time,Eine gültige Endzeit auswählen,Seleccione una hora de finalización válida,Seleccione una hora de finalización válida,Sélectionner une heure de fin valide,Sélectionner une heure de fin valide,Pasirinkite galiojantį pabaigos laiką,Selecteer een geldige eindtijd,Wybierz prawidłowy czas zakończenia,Selecione uma hora final válida
1000000000543,Select a valid reason,Select a valid reason,Einen gültigen Grund auswählen,Seleccione un motivo válido,Seleccione un motivo válido,Sélectionner un motif valide,Sélectionner une raison valide,Pasirinkite galiojančią priežastį,Selecteer een geldige reden,Wybierz prawidłowy powód,Selecionar um motivo válido
1000000000544,Select a valid transaction type,Select a valid transaction type,Gültigen Transaktionstypen auswählen,Seleccione un tipo de transacción válida,Seleccione un tipo de transacción válido,Sélectionner un type de transaction valide,Sélectionner un type de transaction valide,Pasirinkite galiojantį operacijos tipą,Selecteer een geldig transactietype,Wybierz prawidłowy typ transakcji,Selecione um tipo de transação válido
1000000000545,Select a valid start date,Select a valid start date,Ein gültiges Startdatum auswählen,Seleccione una fecha de inicio válida,Seleccione una fecha de inicio válida,Sélectionner une date de début valide,Sélectionner une date de début valide,Pasirinkite galiojančią pradžios datą,Selecteer een geldige begindatum,Wybierz prawidłową datę rozpoczęcia,Selecione uma data de início válida
1000000000546,Select a valid end date,Select a valid end date,Ein gültiges Enddatum auswählen,Seleccione una fecha de finalización válida,Seleccione una fecha de finalización válida,Sélectionner une date de fin valide,Sélectionner une date de fin valide,Pasirinkite galiojančią pabaigos datą,Selecteer een geldige einddatum,Wybierz prawidłową datę zakończenia,Selecione uma data final válida
1000000000547,Select a valid location,Select a valid location,Einen gültigen Standort auswählen,Seleccione una ubicación válida,Seleccione una ubicación válida,Sélectionner un emplacement valide,Sélectionner un lieu valide,Pasirinkite galiojančią vietą,Selecteer een geldige locatie,Wybierz prawidłową lokalizację,Selecione um local válido
1000000000548,Select a valid department,Select a valid department,Gültige Abteilung auswählen,Seleccione un departamento válido,Seleccione un departamento válido,Sélectionner un service valide,Sélectionner un département valide,Pasirinkite galiojantį skyrių,Selecteer een geldige afdeling,Wybierz prawidłowy dział,Selecionar um departamento válido
1000000000549,Select a valid pay code,Select a valid pay code,Gültigen Lohncode auswählen,Seleccione un código de pago válido,Seleccione un código de pago válido,Sélectionner un code de paie valide,Sélectionner un code de paiement valide,Pasirinkite galiojantį mokėjimo kodą,Selecteer een geldige betaalcode,Wybierz prawidłowy kod wynagrodzenia,Selecione um código de pagamento válido
1000000000550,Add a valid unit usage amount,Add a valid unit usage amount,Gültige Menge an Einheit-Nutzung hinzufügen,Añada una cantidad de uso de unidad válida,Agregar un monto de uso de unidad válido,Ajouter un montant d’utilisation valide pour l’unité,Ajouter un montant d'utilisation d'unité valide,Pridėkite galiojančią padalinio naudojimo sumą,Voeg een geldige hoeveelheid voor eenheidsgebruik toe,Dodaj ważną kwotę jednostkowego zużycia,Adicione um valor de uso de unidade válido
1000000000551,Add a valid note data,Add a valid note data,Gültige Anmerkungsdaten eingeben,Añada una nota válida de datos,Agregar datos de nota válidos,Ajouter des données de remarque valides,Ajouter des données de note valides,Pridėkite galiojančius pastabos duomenis,Voeg een geldige opmerking toe,Dodaj prawidłowe dane uwagi,Adicione dados de nota válidos
1000000000552,More,More,Mehr,Más,Más,Plus,Plus,Daugiau,Meer,Więcej,Mais
1000000000553,Store ID,Store ID,Standort-ID,ID de tienda,ID de la tienda,Identifiant du magasin,Identifiant du magasin,Parduotuvės ID,Locatie-ID,Identyfikator stacji,ID da loja
1000000000554,Store Name,Store Name,Standort-Name,Nombre de tienda,Nombre de la tienda,Nom du magasin,Nom du magasin,Parduotuvės pavadinimas,Locatie naam,Nazwa stacji,Nome da loja
1000000000555,Profile Name,Profile Name,Profilname,Nombre de perfil,Nombre de perfil,Nom du profil,Nom du profil,Profilio vardas,Profielnaam,Nazwa profilu,Nome do perfil
1000000000556,Select a profile,Select a profile,Ein Profil auswählen,Seleccione un perfil,Seleccionar un perfil,Sélectionner un profil,Sélectionner un profil,Pasirinkite profilį,Selecteer een profiel,Wybierz profil,Selecione um perfil
1000000000557,Store Schedule Weekly,Store Schedule Weekly,Wöchentlicher Standort-Einsatzplan,Horario semanal de la tienda,Programa semanal de la tienda,Horaire hebdomadaire du magasin,Planning du magasin hebdomadaire,Parduotuvės savaitinis tvarkaraštis,Weekplanning locatie,Tygodniowy grafik stacji,Programação semanal da loja
1000000000558,Overs and Shorts,Overs and Shorts,Über- und Unterbesetzungen,Sobrantes y faltantes,Sobrantes y faltantes,Surplus et déficits,Surplus et insuffisances,Perviršiai ir trūkumai,Te lang en te kort gepland,Nadwyżki i niedobory,Horas extras e faltas
1000000000559,Daily Overs and Shorts,Daily Overs and Shorts,Tägliche Über- und Unterbesetzungen,Sobrantes y faltantes diarios,Sobrantes y faltantes diarios,Heures quotidiennes en surplus et en déficit,Surplus et insuffisances au quotidien,Dienos perviršiai ir trūkumai,Dagelijks te lang en te kort gepland,Codzienne nadwyżki i braki,Horas extras e faltas diárias
1000000000560,Review Schedule Changes,Review Schedule Changes,Einsatzplanänderungen überprüfen,Revisar los cambios del horario,Revisar cambios en el programa,Passer en revue les changements d’horaire,Consulter les modifications dans le planning,Peržiūrėti tvarkaraščio pakeitimus,Bekijk planningswijzigingen,Przegląd zmian w grafiku,Revisar alterações de programação
1000000000561,Weekplan Schedule,Weekplan Schedule,Wocheneinsatzplan,Horario de la planificación semanal,Programa del plan semanal,Horaire de la semaine,Planning du plan de semaine,Savaitės plano tvarkaraštis,Weekplan planning,Grafik planu tygodniowego,Agendamento de planos de semana
1000000000562,Weekly Employee Schedule,Weekly Employee Schedule,Wöchentlicher Mitarbeitereinsatzplan,Horario semanal del empleado,Programa semanal del empleado,Horaire hebdomadaire de l’employé,Planning hebdomadaire de l'employé,Darbuotojo savaitės tvarkaraštis,Wekelijkse personeelsplanning,Tygodniowy grafik dla pracowników,Programação semanal de funcionários
1000000000563,Corporate Username,Corporate Username,Unternehmensbenutzername,Nombre de usuario de la empresa,Nombre de usuario corporativo,Nom d’utilisateur d’entreprise,Nom d'utilisateur d'entreprise,Įmonės naudotojo vardas,Bedrijfsgebruikersnaam,Nazwa użytkownika firmy,Nome de usuário corporativo
1000000000564,Enter Corporate Username,Enter Corporate Username,Unternehmensbenutzername eingeben,Introducir nombre de usuario de la empresa,Ingresar el nombre de usuario corporativo,Entrer le nom d’utilisateur de l’entreprise,Entrer le nom d'utilisateur de l'entreprise,Įveskite įmonės naudotojo vardą,Voer bedrijfsgebruikersnaam in,Wprowadź nazwę użytkownika firmy,Insira o nome de usuário corporativo
1000000000565,Enter Corporate Password,Enter Corporate Password,Unternehmenspasswort eingeben,Especificar contraseña de la empresa,Ingresar la contraseña corporativa,Entrer le mot de passe d’entreprise,Entrer le mot de passe de l'entreprise,Įveskite įmonės slaptažodį,Voer bedrijfswachtwoord in,Wprowadź hasło firmowe,Digitar senha corporativa
1000000000566,No alerts to display,No alerts to display,"Keine Hinweise, die angezeigt werden könnten",Sin alertas para mostrar,No hay alertas para mostrar,Aucune alerte à afficher,Aucune alerte à afficher,Nėra rodomų įspėjimų,Geen meldingen om weer te geven,Brak alertów do wyświetlenia,Nenhum alerta a ser exibido
1000000000567,Server authentication required,Server authentication required,Server-Authentifizierung erforderlich,Autenticación del servidor requerida,Se requiere autenticación de servidor,Authentification du serveur requise,Authentification serveur requise,Būtina atlikti serverio tapatybės nustatymą,Serververificatie vereist,Wymagane uwierzytelnienie serwera,Autenticação do servidor necessária
1000000000568,Corporate Password,Corporate Password,Unternehmenspasswort,Contraseña de la empresa,Contraseña corporativa,Mot de passe d’entreprise,Mot de passe d'entreprise,Įmonės slaptažodis,Bedrijfswachtwoord,Hasło firmowe,Senha corporativa
1000000000569,Move to Associate,Move to Associate,Zu Angestelltem verschieben,Mover al asociado,Mover al asociado,Déplacer vers l’employé,Passer au collaborateur,Perkelti bendradarbiui,Verplaats naar medewerker,Przenieś na pracownika,Mover para associado
1000000000570,Due By,Due By,Fällig am,Con vencimiento el,Vence el,Échéance,Date d'échéance le,Terminas iki,Deadline,Termin,Vencimento em
1000000000571,Select Duration,Select Duration,Dauer auswählen,Seleccionar duración,Seleccionar duración,Sélectionner la durée,Sélectionner la durée,Pasirinkite trukmę,Selecteer duur,Wybierz czas trwania,Selecionar duração
1000000000572,End date must be greater than Start date,End date must be greater than Start date,"""Enddatum"" muss später sein als ""Startdatum""",La fecha de finalización debe ser mayor que la fecha de inicio,La fecha de finalización debe ser posterior a la fecha de inicio,La date de fin doit être supérieure à la date d’entrée en vigueur,La date de fin doit être supérieure à la date de début,Pabaigos data turi būti vėlesnė už pradžios datą,Einddatum moet groter zijn dan begindatum,Data zakończenia musi być późniejsza niż data początkowa,A data final deve ser posterior à data inicial
1000000000573,Insufficient balance for the selected reason,Insufficient balance for the selected reason,Unzureichender Saldo für den ausgewählten Grund,Saldo insuficiente para el motivo seleccionado,Saldo insuficiente para el motivo seleccionado,Solde insuffisant pour le motif sélectionné,Solde insuffisant pour la raison sélectionnée,Nepakankamas likutis pasirinktai priežasčiai,Onvoldoende saldo voor geselecteerde reden,Niewystarczające saldo dla wybranego powodu,Saldo insuficiente para o motivo selecionado
1000000000574,Incomplete Data,Incomplete Data,Unvollständige Daten,Datos incompletos,Datos incompletos,Données incomplètes,Données incomplètes,Neišsamūs duomenys,Onvolledige gegevens,Dane niekompletne,Dados incompletos
1000000000575,Select a staff group,Select a staff group,Personalgruppe auswählen,Seleccione un grupo de personal,Seleccionar un grupo de personal,Sélectionner un groupe d’employés,Sélectionner un groupe d'employés,Pasirinkite darbuotojų grupę,Selecteer een medewerkersgroep,Wybierz grupę personelu,Selecione um grupo de atendimento
1000000000576,Released,Released,Freigegeben,Liberado,Liberado,Affecté,Libéré,Išleista,Vrijgegeven,Przekazane,Liberado
1000000000577,Unit ID,Unit ID,Einheits-ID,ID de la unidad,ID de unidad,Identifiant de l’unité,ID de l'unité,Padalinio ID,Eenheids-ID,Identyfikator jednostki,ID da unidade
1000000000578,Pending Requests,Pending Requests,Ausstehende Anfragen,Solicitudes pendientes,Solicitudes pendientes,Demandes en attente,Demandes en attente,Neišnagrinėti prašymai,Aanvragen in behandeling,Wnioski oczekujące,Solicitações pendentes
1000000000579,Quick Filter,Quick Filter,Schnellfilter,Filtro rápido,Filtro rápido,Filtre rapide,Filtre rapide,Greitasis filtras,Snelfilter,Szybki filtr,Filtro rápido
1000000000580,Request Type,Request Type,Anfragetyp,Tipo de solicitud,Tipo de solicitud,Type de demande,Type de demande,Prašymo tipas,Aanvraagtype,Typ wniosku,Tipo de solicitação
1000000000581,Select All,Select All,Alle auswählen,Seleccionar todo,Seleccionar todo,Tout sélectionner,Tout sélectionner,Pasirinkti viską,Selecteer alles,Wybierz wszystko,Selecionar tudo
1000000000582,Select All Open Shifts,Select All Open Shifts,Alle offenen Schichten auswählen,Seleccionar todos los turnos abiertos,Seleccionar todos los turnos disponibles,Sélectionner tous les quarts ouverts,Sélectionner tous les créneaux ouverts,Pasirinkti visas atviras pamainas,Selecteer Alle open diensten,Wybierz wszystkie otwarte zmiany,Selecione todos os turnos abertos
1000000000583,Select All Scheduled Shifts,Select All Scheduled Shifts,Alle geplanten Schichten auswählen,Seleccionar todos los turnos programados,Seleccionar todos los turnos programados,Sélectionner tous les quarts planifiés,Sélectionner tous les roulements planifiés,Pasirinkti visas suplanuotas pamainas,Selecteer Alle geplande diensten,Wybierz wszystkie zaplanowane zmiany,Selecione todos os turnos programados
1000000000584,Search by Store name,Search by Store name,Suche nach Standort-Namen,Buscar por nombre de tienda,Buscar por nombre de tienda,Rechercher par nom de magasin,Rechercher par nom de magasin,Ieškoti pagal parduotuvės pavadinimą,Zoek op locatienaam,Szukaj wg nazwy stacji,Pesquisar por nome da loja
1000000000585,No. of Open Shifts,No. of Open Shifts,Anzahl der offenen Schichten,N.º de turnos abiertos,Número de turnos disponibles,Nombre de quarts ouverts,Nombre de créneaux ouverts,Atvirų pamainų skaičius,Aantal open diensten,Liczba otwartych zmian,Número de turnos abertos
1000000000586,Scheduled Shifts,Scheduled Shifts,Geplante Schichten,Turnos programados,Turnos programados,Quarts de travail prévus,Créneaux planifiés,Suplanuotos pamainos,Geplande diensten,Planowane zmiany,Turnos programados
1000000000587,Apply Selected,Apply Selected,Auswahl anwenden,Aplicar la selección,Aplicar seleccionados,Appliquer la sélection,Appliquer la sélection,Taikyti pasirinktą,Geselecteerd toepassen,Zastosuj wybrane,Aplicar selecionado
1000000000588,Please enter filter name,Please enter filter name,Bitte geben Sie den Filternamen ein,Introduzca el nombre del filtro,Ingresar el nombre del filtro,Veuillez entrer un nom de filtre,Veuillez saisir le nom du filtre,Įveskite filtro pavadinimą,Voer filternaam in,Wprowadź nazwę filtra,Insira um nome de filtro
1000000000589,Balance as of,Balance as of,Bilanz vom,Saldo a partir de,Saldo a partir de,Solde en date du,Solde au,Likutis nuo,Saldo vanaf,Saldo na dzień,Saldo a partir de
1000000000590,Start Date,Start Date,Startdatum,Fecha de inicio,Fecha de inicio,Date de début,Date de début,Pradžios data,Begindatum,Data rozpoczęcia,Data de início
1000000000591,No pending request present,No pending request present,Keine ausstehende Anfrage vorhanden,No hay ninguna solicitud pendiente,No hay solicitudes pendientes presentes,Aucune demande en attente n’est présente,Aucune demande en attente,Laukiančių prašymų nėra,Geen aanvraag in behandeling aanwezig,Brak oczekujących wniosków,Nenhuma solicitação pendente presente
1000000000592,There are no requests from other associates during this period,There are no requests from other associates during this period,Es liegen keine Anfragen von anderen Angestellten während dieses Zeitraums vor,No hay solicitudes de otros asociados durante este periodo,No hay solicitudes de otros asociados durante este período,Il n’y a aucune demande d’autres employés pendant cette période,Il n'existe aucune demande d'autres collaborateurs sur cette période,Šiuo laikotarpiu kitų bendradarbių prašymų negauta.,Er zijn in deze periode geen aanvragen van andere medewerkers,W tym okresie nie ma żadnych wniosków od innych pracowników,Não há solicitações de outros associados durante esse período
1000000000593,User is not authorized to perform this request,User is not authorized to perform this request,"Benutzer ist nicht berechtigt, diese Anforderung auszuführen",El usuario no está autorizado para realizar esta solicitud,El usuario no está autorizado para realizar esta solicitud,L’utilisateur n’est pas autorisé à effectuer cette demande,L'utilisateur n'est pas autorisé à effectuer cette demande,Naudotojui neleidžiama pateikti šio prašymo,Gebruiker is niet bevoegd om deze aanvraag uit te voeren,Użytkownik nie jest upoważniony do wykonania tego wniosku,O usuário não está autorizado a executar esta solicitação
1000000000594,Due date should not be greater than start date,Due date should not be greater than start date,Fälligkeitsdatum darf nicht höher als Startdatum sein,La fecha de vencimiento no debe ser mayor que la fecha de inicio,La fecha de vencimiento no debe ser posterior a la fecha de inicio,La date d’échéance ne doit pas être supérieure à la date de début,La date d'échéance ne doit pas être supérieure à la date de début,Terminas neturėtų būti vėlesnis už pradžios datą.,Deadline mag niet groter zijn dan begindatum,Termin płatności nie powinien być większy niż data rozpoczęcia,A data de vencimento não deve ser posterior à data inicial
1000000000595,Version,Version,Version,Versión,Versión,Version,Version,Versija,Versie,Wersja,Versão
1000000000596,Build No,Build No,Build-Nr.,N.º de compilación,Número de compilación,No de version,Numéro de version,Versijos Nr.,Buildnr.,Nr wersji,Nº da compilação
1000000000597,Enter approver's notes,Enter approver's notes,Anmerkungen des Genehmigers eingeben,Introduzca las notas del aprobador,Ingresar las notas del aprobador,Entrer les remarques de l’approbateur,Entrer les notes de l'approbateur,Įveskite tvirtintojo pastabas,Voer opmerkingen goedkeurder in,Wprowadź uwagi osoby zatwierdzającej,Insira as observações do aprovador
1000000000598,Delete Availability,Delete Availability,Verfügbarkeit löschen,Eliminar disponibilidad,Eliminar disponibilidad,Supprimer la disponibilité,Supprimer la disponibilité,Ištrinti užimtumą,Verwijder beschikbaarheid,Usuń dostępność,Excluir disponibilidade
1000000000599,Value,Value,Wert,Valor,Valor,Valeur,Valeur,Reikšmė,Waarde,Wartość,Valor
1000000000600,No action required,No action required,Keine Aktion erforderlich,No se requiere ninguna acción,No es necesario realizar ninguna acción.,Aucune action requise,Aucune action requise,Jokių veiksmų atlikti nereikia,Geen actie nodig,Brak wymaganych działań,Nenhuma ação necessária
1000000000601,Payroll Release,Payroll Release,Gehaltsabrechnung - Freigabe,Liberación de nómina,Liberación de nómina,Paie traitée,Libération de la paie,Darbo užmokesčio žiniaraščio išleidimas,Salarisvrijgave,Przekazanie listy płac,Liberação da Folha de Pagamento
1000000000602,Default,Default,Standard,Valor predeterminado,Predeterminado,Par défaut,Par défaut,Numatytasis,Standaard,Domyślne,Padrão
1000000000603,Punch belongs to a different day,Punch belongs to a different day,Stempel gehört zu einem anderen Tag,El registro de horas pertenece a un día diferente,La entrada pertenece a un día diferente,Mauvaise journée de pointage,Le pointage appartient à un autre jour,Laiko įrašas priklauso kitai dienai,Pons hoort bij een andere dag,Odbicie dotyczy innego dnia,Ponto pertence a um dia diferente
1000000000604,Break End,Break End,Pausenende,Final de pausa,Fin del descanso,Fin de la pause,Fin de pause,Pertraukos pabaiga,Einde pauze,Zakończenie przerwy,Final de intervalo
1000000000605,Break Start,Break Start,Pausenstart,Inicio de pausa,Inicio del descanso,Début de la pause,Début de pause,Pertraukos pradžia,Start pauze,Rozpoczęcie przerwy,Início da pausa
1000000000606,Error while processing your request,Error while processing your request,Fehler beim Verarbeiten Ihrer Anfrage,Error al procesar su solicitud,Se produjo un error en el procesamiento de su solicitud.,Erreur lors du traitement de votre demande,Erreur lors du traitement de votre demande,Klaida apdorojant jūsų prašymą,Fout bij verwerken van uw aanvraag,Błąd podczas przetwarzania wniosku,Erro ao processar sua solicitação
1000000000607,Email Logs,Email Logs,E-Mail-Protokolle,Registros de correo electrónico,Registros de correo electrónico,Journaux de courriels,Journaux de messagerie,El. pašto žurnalai,E-maillogboeken,Dzienniki poczty e-mail,Registro de e-mails
